ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0170SGB20638,sglajwj,,,St Mary's Church,,,,,,Church Road,,,,NW-bound,,NW,E0055149,Almondsbury,,,,,,,false,UKOS,360213,184202,-2.57527,51.55529,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20636,sglajwp,,,Almondsbury School,,,,,,Sundays Hill,,,,N-bound,,N,E0055149,Almondsbury,,,,,,,false,UKOS,360275,184030,-2.57435,51.55375,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2018-11-15T09:39:36,15,new,active
0170SGB20635,sglajwd,,,Sundays Hill,,,,,,Sundays Hill,,,,S-bound,,S,E0055149,Almondsbury,,,,,,,false,UKOS,360177,183782,-2.57574,51.55151,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-08-19T15:38:32,4,new,active
0170SGB20634,sglajtm,,,Sundays Hill,,,,,,Sundays Hill,,,,N-bound,,N,E0055149,Almondsbury,,,,,,,false,UKOS,360165,183781,-2.57591,51.5515,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-08-19T15:38:18,4,new,active
0170SGB20646,sglamwg,,,Moor Lane,,,,,,Lower Tockington Road,,,,N-bound,,N,E0041936,Tockington,,,,,,,false,UKOS,360809,186007,-2.56687,51.57156,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-04-16T09:36:25,11,new,active
0170SGB20643,sglamwp,,,Moor Lane,,,,,,Lower Tockington Road,,,,S-bound,,S,E0041936,Tockington,,,,,,,false,UKOS,360808,185965,-2.56688,51.57118,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20644,sglapda,,,The Swan,,,,,,Lower Tockington Road,,,,S-bound,,S,E0041936,Tockington,,,,,,,false,UKOS,360892,186522,-2.56573,51.5762,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-04-16T09:37:41,16,new,active
0170SGB20645,sglapap,,,The Swan,,,,,,Lower Tockington Road,,,,N-bound,,N,E0041936,Tockington,,,,,,,false,UKOS,360882,186521,-2.56588,51.57619,BCT,MKD,OTH,,,,051,2006-01-30T00:00:00,2019-05-07T14:33:36,22,new,active
0170SGB20642,sglamgp,,,Over Lane,,,,,,Over Lane,,,,W-bound,,W,E0055149,Almondsbury,,,,,,,false,UKOS,360543,183850,-2.57047,51.55215,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20641,sglamgm,,,Over Lane,,,,,,Over lane,,,,E-bound,,E,E0055149,Almondsbury,,,,,,,false,UKOS,360543,183870,-2.57047,51.55233,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-04-08T10:29:18,11,new,active
0170SGB20628,sglagdw,,,The Fox,,,,,,Blackhorse Hill,,,,SE-bound,,SE,E0041806,Easter Compton,,,,,,,false,UKOS,357218,182469,-2.61825,51.53949,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T16:22:08,6,new,active
0170SGB20629,sglagdt,,,The Fox,,,,,,Blackhorse Hill,,,,NW-bound,,NW,E0041806,Easter Compton,,,,,,,false,UKOS,357219,182455,-2.61824,51.53936,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T16:21:23,6,new,active
0170SGB20626,sglagat,,,Station Road,,,,,,Station Road,,,,S-bound,,S,N0074109,Marsh Common,Pilning,,,,,,false,UKOS,356781,184009,-2.62474,51.5533,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20625,sglagap,,,Station Road,,,,,,Station Road,,,,N-bound,,N,N0074109,Marsh Common,Pilning,,,,,,false,UKOS,356760,184017,-2.62505,51.55337,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T15:32:57,11,new,active
0170SGB20632,sglagma,,,Blackhorse Hill,,,,,,Cribbs Causeway,,,,N-bound,,N,E0041806,Easter Compton,,,,,,,false,UKOS,357774,181369,-2.6101,51.52964,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-09-11T15:24:22,55,delete,inactive
0170SGB20633,sglagmd,,,Blackhorse Hill,,,,,,Cribbs Causeway,,,,S-bound,,S,E0041806,Easter Compton,,,,,,,false,UKOS,357784,181360,-2.60996,51.52956,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-11-10T10:43:50,53,delete,inactive
0170SGB20630,sglagjd,,,Home Farm Way,,,,,,Blackhorse Hill,,,,NW-bound,,NW,E0041806,Easter Compton,,,,,,,false,UKOS,357372,182268,-2.61601,51.53769,BCT,MKD,OTH,,,,051,2009-09-09T00:00:00,2016-12-06T10:48:22,7,new,active
0170SGB20631,sglagjt,,,Home Farm Way,,,,,,Blackhorse Hill,,,,SE-bound,,SE,E0041806,Easter Compton,,,,,,,false,UKOS,357433,182228,-2.61512,51.53734,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-12-06T10:32:38,7,new,active
0170SGB20338,sglgpjm,,,Cossham Street,,,,,,Cossham Street,,,,E-bound,,E,E0041870,Mangotsfield,,,,,,,false,UKOS,366471,176159,-2.48424,51.48338,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-08-26T12:22:48,24,new,active
0170SGB20339,sglgpjg,,,Cossham Street,,,,,,Cossham Street,,,,W-bound,,W,E0041870,Mangotsfield,,,,,,,false,UKOS,366463,176140,-2.48435,51.48321,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-08-26T12:23:04,24,new,active
0170SGB20336,sglgmtj,,,The Salutation,,,,,,Mangotsfield Road,,,,NE-bound,,NE,E0041923,Staple Hill,,,,,,,false,UKOS,366295,176092,-2.48677,51.48277,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-11-08T17:29:09,23,new,active
0170SGB20337,sglgmwp,,,The Salutation,,,,,,Mangotsfield Road,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,366335,176084,-2.48619,51.4827,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-11-08T17:29:43,18,new,active
0170SGB20334,sglgmdt,,,Mangotsfield Road,,,,,,Mangotsfield Road,,,,E-bound,,E,E0041923,Staple Hill,,,,,,,false,UKOS,366156,176040,-2.48877,51.48229,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20335,sglgmpa,,,Mangotsfield Road,,,,,,Mangotsfield Road,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,366227,176039,-2.48774,51.48229,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20345,sglmagd,,,Rock House Farm,,,,,,Main Road,,,,E-bound,,E,E0041914,Shortwood,,,,,,,false,UKOS,367739,176072,-2.46597,51.48267,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20344,sglmaga,,,Rock House Farm,,,,,,Main Road,,,,W-bound,,W,E0041914,Shortwood,,,,,,,false,UKOS,367710,176053,-2.46639,51.4825,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20343,sglgwpg,,,The Bridge Inn,,,,,,Main Road,,,,W-bound,,W,E0041914,Shortwood,,,,,,,false,UKOS,367457,176011,-2.47003,51.48211,BCT,MKD,OTH,,,,051,2010-01-04T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20342,sglgwmj,,,The Bridge Inn,,,,,,Main Road,,,,E-bound,,E,E0041914,Shortwood,,,,,,,false,UKOS,367427,176025,-2.47046,51.48223,BCT,MKD,OTH,,,,051,2010-01-04T00:00:00,2020-03-10T10:47:49,11,new,active
0170SGB20340,sglgpwp,,,Wadham Grove,,,,,,Pomphrey Hill,,,,SE-bound,,SE,E0041870,Mangotsfield,,,,,,,false,UKOS,366709,176162,-2.48081,51.48342,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-11-08T16:59:38,18,new,active
0170SGB20341,sglgtaj,,,Wadham Grove,,,,,,Pomphrey Hill,,,,NW-bound,,NW,E0041870,Mangotsfield,,,,,,,false,UKOS,366716,176140,-2.48071,51.48323,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-11-08T16:59:16,18,new,active
0170SGB20326,sglgapw,,,Station Road,,,,,,Station Road,,,,SE-bound,,SE,E0041923,Staple Hill,,,,,,,false,UKOS,365540,175635,-2.4976,51.47862,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T11:21:25,11,new,active
0170SGB20327,sglgamg,,,Station Road,,,,,,Station Road,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,365463,175643,-2.49871,51.47868,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20324,sglgdgj,,,Jubilee Road,,,,,,Station Road,,,,NW-bound,,NW,N0064870,Soundwell,,,,,,,false,UKOS,365693,175416,-2.49537,51.47666,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20325,sglgdaj,,,Jubilee Road,,,,,,Station Road,,,,S-bound,,S,N0064870,Soundwell,,,,,,,false,UKOS,365664,175528,-2.4958,51.47766,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T11:20:37,11,new,active
0170SGB20321,sglgmpm,,,Dawn Rise,,,,,,Tenniscourt Road,,,,SE-bound,,SE,E0041916,Siston Common,Kingswood,,,,,,false,UKOS,366239,174103,-2.48738,51.46488,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2026-01-26T11:29:38,51,new,active
0170SGB20322,sglgmga,,,Dawn Rise,,,,,,Tenniscourt Road,,,,NW-bound,,NW,E0041916,Siston Common,Kingswood,,,,,,false,UKOS,366232,174097,-2.48749,51.46483,BCT,CUS,OTH,,,,051,2003-06-12T00:00:00,2026-01-26T11:36:20,37,new,active
0170SGB20332,sglgjaw,,,Burley Grove,,,,,,Mangotsfield Road,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,365922,175926,-2.49212,51.48126,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20333,sglgjgd,,,Burley Grove,,,,,,Mangotsfield Road,,,,E-bound,,E,E0041923,Staple Hill,,,,,,,false,UKOS,365965,175957,-2.49151,51.48154,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20330,sglgawj,,,The Hawthornes,,,,,,Broad Street,,,,E-bound,,E,E0041923,Staple Hill,,,,,,,false,UKOS,365621,175905,-2.49646,51.48105,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-10-30T12:56:28,4,new,active
0170SGB20331,sglgatp,,,The Hawthornes,,,,,,Broad Street,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,365590,175891,-2.4969,51.48092,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-10-30T12:56:48,4,new,active
0170SGB20329,sgldwpw,,,Staple Hill Police Station,,,,,,Broad Street,,,,E-bound,,E,E0041923,Staple Hill,,,,,,,false,UKOS,365380,175894,-2.49993,51.48093,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20364,sglgjap,,,Charnhill Crescent,,,,,,Charnhill Drive,,,,W-bound,,W,N0064870,Soundwell,,,,,,,false,UKOS,365917,175696,-2.49217,51.47919,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20365,sglgjaj,,,Charnhill Crescent,,,,,,Charnhill Drive,,,,E-bound,,E,N0064870,Soundwell,,,,,,,false,UKOS,365910,175713,-2.49228,51.47934,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T11:22:44,6,new,active
0170SGB20363,sglgjtw,,,Charnhill Brow,,,,,,Charnhill Drive,,,,N-bound,,N,E0041923,Staple Hill,,,,,,,false,UKOS,366072,175961,-2.48997,51.48158,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20362,sglgjwj,,,Charnhill Brow,,,,,,Charnhill Drive,,,,S-bound,,S,E0041923,Staple Hill,,,,,,,false,UKOS,366085,175967,-2.48978,51.48163,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20361,sglgpgd,,,St James's Street,,,,,,St James's Street,,,,SE-bound,,SE,E0041870,Mangotsfield,,,,,,,false,UKOS,366398,176234,-2.4853,51.48405,BCT,MKD,OTH,,,,051,2005-08-11T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20360,sglgpdm,,,Richmond Road,,,,,,Richmond Road,,,,N-bound,,N,E0041870,Mangotsfield,,,,,,,false,UKOS,366365,176338,-2.48578,51.48499,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-11-01T13:50:43,4,new,active
0170SGB20380,sglgpgp,,,The Laurels,,,,,,Blackhorse Road,,,,S-bound,,S,E0041870,Mangotsfield,,,,,,,false,UKOS,366411,176674,-2.48515,51.48801,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-11-01T13:51:46,17,new,active
0170SGB20381,sglgpgm,,,The Laurels,,,,,,Blackhorse Road,,,,N-bound,,N,E0041870,Mangotsfield,,,,,,,false,UKOS,366414,176642,-2.48511,51.48772,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20372,sglgjmd,,,Streamside,,,,,,Royal Road,,,,N-bound,,N,E0041870,Mangotsfield,,,,,,,false,UKOS,366003,176676,-2.49103,51.488,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20371,sglgjmw,,,Streamside,,,,,,Royal Road,,,,S-bound,,S,E0041870,Mangotsfield,,,,,,,false,UKOS,366017,176671,-2.49083,51.48796,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20366,sglgajm,,,Signal Road,,,,,,Signal Road,,,,W-bound,,W,E0041923,Staple Hill,,,,,,,false,UKOS,365432,175679,-2.49916,51.479,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20351,sglmdwa,,,Dennisworth Farm,,,,,,Shortwood Road,,,,S-bound,,S,E0053720,Pucklechurch,,,,,,,false,UKOS,369428,175917,-2.44164,51.48138,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:39:01,6,new,active
0170SGB20350,sglmdtp,,,Dennisworth Farm,,,,,,Shortwood Road,,,,N-bound,,N,E0053720,Pucklechurch,,,,,,,false,UKOS,369420,175932,-2.44175,51.48151,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:38:35,11,new,active
0170SGB20348,sglmdga,,,Siston Lane,,,,,,Shortwood Hill,,,,E-bound,,E,E0053723,Siston,,,,,,,false,UKOS,368711,175872,-2.45196,51.48093,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:40:13,11,new,active
0170SGB20349,sglmdgj,,,Siston Lane,,,,,,Shortwood Hill,,,,W-bound,,W,E0053723,Siston,,,,,,,false,UKOS,368724,175852,-2.45177,51.48075,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:40:35,6,new,active
0170SGB20347,sglmatp,,,Shortwood Hill,,,,,,Shortwood Hill,,,,E-bound,,E,E0041914,Shortwood,,,,,,,false,UKOS,368454,175950,-2.45567,51.48162,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,18,new,active
0170SGB20346,sglmapw,,,Shortwood Hill,,,,,,Shortwood Hill,,,,NW-bound,,NW,E0041914,Shortwood,,,,,,,false,UKOS,368259,175929,-2.45847,51.48142,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:43:35,11,new,active
0170SGB20358,sglmjdm,,,Motorway Bridge,,,,,,Westerleigh Road,,,,S-bound,,S,E0053720,Pucklechurch,,,,,,,false,UKOS,370128,177448,-2.43169,51.49518,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-07-08T16:34:08,11,new,active
0170SGB20357,sglmjdj,,,Motorway Bridge,,,,,,Westerleigh Road,,,,N-bound,,N,E0053720,Pucklechurch,,,,,,,false,UKOS,370119,177447,-2.43182,51.49517,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:33:59,11,new,active
0170SGB20356,sglmgpt,,,Castle Road,,,,,,Westerleigh Road,,,,NE-bound,,NE,E0053720,Pucklechurch,,,,,,,false,UKOS,369921,176658,-2.4346,51.48806,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:31:04,11,new,active
0170SGB20355,sglmgtd,,,Castle Road,,,,,,Westerleigh Road,,,,SW-bound,,SW,E0053720,Pucklechurch,,,,,,,false,UKOS,369934,176646,-2.43441,51.48796,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20352,sglmgdm,,,Homefield Road,,,,,,Shortwood Road,,,,NE-bound,,NE,E0053720,Pucklechurch,,,,,,,false,UKOS,369694,176202,-2.43783,51.48395,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T10:37:15,16,new,active
0170SGB20353,sglmgdg,,,Homefield Road,,,,,,Shortwood Road,,,,SW-bound,,SW,E0053720,Pucklechurch,,,,,,,false,UKOS,369690,176174,-2.43789,51.4837,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20319,sglgmtp,,,Brook Road,,,,,,Tenniscourt Road,,,,N-bound,,N,E0057243,Kingswood,,,,,,,false,UKOS,366291,173693,-2.4866,51.4612,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-11-08T17:33:11,18,new,active
0170SGB20320,sglgmwd,,,Brook Road,,,,,,Tenniscourt Road,,,,S-bound,,S,E0057243,Kingswood,,,,,,,false,UKOS,366301,173691,-2.48645,51.46118,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-11-01T16:07:57,18,new,active
0170SGB20283,sglmapa,,,The White Hart,,,,,,High Street,,,,NW-bound,,NW,E0053695,Bitton,,,,,,,false,UKOS,368101,169637,-2.46018,51.42484,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20276,sglmapg,,,The White Hart,,,,,,High Street,,,,E-bound,,E,E0053695,Bitton,,,,,,,false,UKOS,368101,169648,-2.46018,51.42494,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T09:14:57,21,new,active
0170SGB20282,sglmdmt,,,Swineford,,,,,,Kelston Road,,,,NW-bound,,NW,E0041932,Swineford,,,,,,,false,UKOS,369108,169023,-2.44564,51.41937,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T09:19:19,22,new,active
0170SGB20279,sglmdmw,,,Swineford,,,,,,Kelston Road,,,,SE-bound,,SE,E0041932,Swineford,,,,,,,false,UKOS,369106,169039,-2.44567,51.41952,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T09:19:44,21,new,active
0170SGB20291,sglgmpt,,,Tudor House,,,,,,Keynsham Road,,,,NE-bound,,NE,E0041958,Willsbridge,,,,,,,false,UKOS,366263,169595,-2.48661,51.42435,BCT,MKD,OTH,,,,051,2005-04-14T00:00:00,2016-11-11T12:22:18,11,new,active
0170SGB20290,sglgmpj,,,Tudor House,,,,,,Keynsham Road,,,,SW-bound,,SW,E0041958,Willsbridge,,,,,,,false,UKOS,366246,169556,-2.48685,51.424,BCT,MKD,OTH,,,,051,2005-04-14T00:00:00,2016-11-11T12:22:18,7,new,active
0170SGB20288,sglgpjt,,,Londonderry Farm,,,,,,Keynsham Road,,,,SW-bound,,SW,E0041958,Willsbridge,,,,,,,false,UKOS,366505,170008,-2.48317,51.42808,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20289,sglgpja,,,Londonderry Farm,,,,,,Keynsham Road,,,,NE-bound,,NE,E0041958,Willsbridge,,,,,,,false,UKOS,366451,169982,-2.48394,51.42784,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T08:57:48,46,new,active
0170SGB20286,sglgtgt,,,Kenilworth Drive,,,,,,Bath Road,,,,W-bound,,W,E0041958,Willsbridge,,,,,,,false,UKOS,366825,170310,-2.47859,51.43081,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20273,sglgpwt,,,Kenilworth Drive,,,,,,Bath Road,,,,E-bound,,E,E0041958,Willsbridge,,,,,,,false,UKOS,366708,170348,-2.48028,51.43115,BCT,MKD,OTH,,,,051,2007-06-05T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20284,sglmagm,,,Bitton School,,,,,,Bath Road,,,,NW-bound,,NW,E0053695,Bitton,,,,,,,false,UKOS,367729,169874,-2.46555,51.42695,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-09-03T12:12:44,51,new,active
0170SGB20275,sglmagp,,,Bitton School,,,,,,Bath Road,,,,SE-bound,,SE,E0053695,Bitton,,,,,,,false,UKOS,367715,169889,-2.46575,51.42708,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2025-09-03T12:18:31,50,new,active
0170SGB20268,sglgdwa,,,Shellards Road,,,,,,Shellards Road,,,,S-bound,,S,E0041864,Longwell Green,,,,,,,false,UKOS,365856,171346,-2.49263,51.44007,BCT,MKD,OTH,,,,051,2005-10-19T00:00:00,2023-11-01T12:19:10,4,new,active
0170SGB20269,sglgdtd,,,Shellards Road,,,,,,Shellards Road,,,,N-bound,,N,E0041864,Longwell Green,,,,,,,false,UKOS,365848,171348,-2.49275,51.44009,BCT,MKD,OTH,,,,051,2005-10-19T00:00:00,2023-11-01T12:19:40,4,new,active
0170SGB20267,sglgdtj,,,Stourton Drive,,,,,,Woodward Drive,,,,E-bound,,E,E0041864,Longwell Green,,,,,,,false,UKOS,365854,171769,-2.4927,51.44387,BCT,MKD,OTH,,,,051,2005-10-19T00:00:00,2020-03-10T09:47:30,17,new,active
0170SGB20266,sglgjdw,,,Parkwall Road,,,,,,Woodward Drive,,,,NW-bound,,NW,E0041864,Longwell Green,,,,,,,false,UKOS,365957,171642,-2.49121,51.44274,BCT,MKD,OTH,,,,051,2005-10-19T00:00:00,2020-03-10T09:46:36,28,new,active
0170SGB20272,sglgpmj,,,Willsbridge Hill,,,,,,Willsbridge Hill,,,,SE-bound,,SE,E0041958,Willsbridge,,,,,,,false,UKOS,366529,170487,-2.48287,51.43239,BCT,MKD,OTH,,,,051,2006-06-05T00:00:00,2023-11-01T11:59:58,6,new,active
0170SGB20295,sglgpmp,,,Willsbridge Hill,,,,,,Willsbridge Hill,,,,NW-bound,,NW,E0041958,Willsbridge,,,,,,,false,UKOS,366538,170453,-2.48273,51.43208,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-02-03T08:53:38,9,new,active
0170SGB20271,sglgmdg,,,Court Farm Road,,,,,,Willsbridge Hill,,,,W-bound,,W,E0041864,Longwell Green,,,,,,,false,UKOS,366118,170679,-2.4888,51.43409,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2023-11-01T12:00:57,4,new,active
0170SGB20270,sglgjpm,,,Court Farm Road,,,,,,Bath Road,,,,SE-bound,,SE,E0041864,Longwell Green,,,,,,,false,UKOS,366050,170750,-2.48978,51.43472,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20314,sglgjgm,,,Courtney Way,,,,,,Courtney Way,,,,E-bound,,E,E0057243,Kingswood,,,,,,,false,UKOS,365980,173265,-2.49103,51.45733,BCT,MKD,OTH,,,,051,2005-04-20T00:00:00,2020-03-10T11:01:51,6,new,active
0170SGB20313,sglgjdm,,,Courtney Way,,,,,,Westons Way,,,,S-bound,,S,E0057243,Kingswood,,,,,,,false,UKOS,365937,173304,-2.49165,51.45768,BCT,MKD,OTH,,,,051,2005-04-20T00:00:00,2020-03-10T11:01:28,11,new,active
0170SGB20312,sglgdwp,,,Gages Close,,,,,,Gages Road,,,,N-bound,,N,E0041948,Warmley Hill,Kingswood,,,,,,false,UKOS,365884,173400,-2.49243,51.45854,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20311,sglgdwm,,,Gages Close,,,,,,Gages Road,,,,S-bound,,S,E0041948,Warmley Hill,Kingswood,,,,,,false,UKOS,365874,173436,-2.49257,51.45886,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2020-03-10T11:03:01,11,new,active
0170SGB20310,sglgapa,,,Bellevue Road,,,,,,Orchard Road,,,,W-bound,,W,E0041948,Warmley Hill,Kingswood,,,,,,false,UKOS,365500,173571,-2.49797,51.46006,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2019-07-11T16:06:30,12,new,active
0170SGB20309,sglgamw,,,Bellevue Road,,,,,,Orchard Road,,,,E-bound,,E,E0041948,Warmley Hill,Kingswood,,,,,,false,UKOS,365498,173589,-2.498,51.46022,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20303,sglgdjd,,,Ellacombe Road Shops,,,,,,Ellacombe Road,,,,SW-bound,,SW,E0041864,Longwell Green,,,,,,,false,UKOS,365725,170948,-2.49448,51.43648,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20302,sglgdgw,,,Ellacombe Road Shops,,,,,,Ellacombe Road,,,,NE-bound,,NE,E0041864,Longwell Green,,,,,,,false,UKOS,365712,170949,-2.49466,51.43649,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20317,sglgmpg,,,Kingswood RFC,,,,,,Grimsbury Road,,,,S-bound,,S,E0057243,Kingswood,,,,,,,false,UKOS,366234,173479,-2.4874,51.45927,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-08-16T16:30:45,12,new,active
0170SGB20318,sglgmjw,,,Kingswood RFC,,,,,,Grimsbury Road,,,,N-bound,,N,E0057243,Kingswood,,,,,,,false,UKOS,366221,173493,-2.48759,51.4594,BCT,MKD,OTH,,,,051,2003-06-12T00:00:00,2021-08-16T16:30:29,12,new,active
0170SGB20316,sglgmjg,,,Rodborough Way,,,,,,Courtney Way,,,,SW-bound,,SW,E0057243,Kingswood,,,,,,,false,UKOS,366201,173347,-2.48786,51.45808,BCT,MKD,OTH,,,,051,2005-04-14T00:00:00,2016-11-11T12:22:18,4,new,active
0170SGB20315,sglgmgt,,,Rodborough Way,,,,,,Courtney Way,,,,NE-bound,,NE,E0057243,Kingswood,,,,,,,false,UKOS,366192,173352,-2.48799,51.45813,BCT,MKD,OTH,,,,051,2005-04-14T00:00:00,2020-03-10T11:00:32,6,new,active
